news_id,company_id,tarih,kaynak,baslik,sentiment
N00166,F00910,2024-07-11,Dünya Gazetesi,"Mavera Sistem Ltd. Şti., yönetim kurulu üyeliklerinde değişikliğe gitti.",notr
N00167,F00910,2023-09-24,Bloomberg HT,"Mavera Sistem Ltd. Şti. yönetimi, 2023 yılı ilk yarısında cironun beklentilerin üzerinde arttığını bildirdi.",olumlu
N00168,F00910,2023-07-07,Sözcü,"Mavera Sistem Ltd. Şti., İstanbul'deki üretim kapasitesini artırmak için genişleme planlarını duyurdu.",olumlu
N00169,F00293,2023-06-22,Dünya Gazetesi,"Kaptan İnşaat A.Ş. yönetimi, 2023 yılı ilk yarısında cironun beklentilerin üzerinde arttığını bildirdi.",olumlu
N00170,F00293,2024-01-31,Sözcü,"Kaptan İnşaat A.Ş., yönetim kurulu üyeliklerinde değişikliğe gitti.",notr
N00171,F00124,2024-10-14,Bloomberg HT,"Doruk Lojistik Ltd. Şti. yönetimi, sektördeki daralma nedeniyle küçülme kararı aldığını duyurdu.",olumsuz
N00172,F00124,2025-03-02,Ekonomim,Doruk Lojistik Ltd. Şti. hakkında Ankara Ticaret Mahkemesi'nde alacaklılarla ilgili dava açıldığı öğrenildi.,olumsuz
N00173,F00583,2023-10-21,Bloomberg HT,Cevher İnşaat Ltd. Şti. hakkında İstanbul Ticaret Mahkemesi'nde alacaklılarla ilgili dava açıldığı öğrenildi.,olumsuz
N00174,F00141,2024-10-12,Sözcü,"Mavera Yapı Ltd. Şti., yeni ihracat pazarlarına açılarak uluslararası büyüme hedeflerini yükseltti.",olumlu
N00175,F00141,2023-09-05,Ekonomim,"Mavera Yapı Ltd. Şti. yönetimi, 2023 yılı ilk yarısında cironun beklentilerin üzerinde arttığını bildirdi.",olumlu
N00176,F00736,2026-03-12,Dünya Gazetesi,"Damla İnşaat Ltd. Şti., sektör raporlarında Tarım alanındaki oyunculardan biri olarak yer aldı.",notr
N00177,F00736,2025-04-24,Hürriyet Ekonomi,"Damla İnşaat Ltd. Şti. yönetimi, 2025 yılı ilk yarısında cironun beklentilerin üzerinde arttığını bildirdi.",olumlu
N00178,F00082,2023-06-28,Ekonomim,"Pusula Kimya A.Ş., yeni ihracat pazarlarına açılarak uluslararası büyüme hedeflerini yükseltti.",olumlu
N00179,F00082,2025-04-06,Sözcü,"Pusula Kimya A.Ş., yönetim kurulu üyeliklerinde değişikliğe gitti.",notr
N00180,F00882,2022-02-15,Hürriyet Ekonomi,"Kıvılcım Tekstil Ltd. Şti., 2022 yılında Eğitim sektöründe 63 milyon TL'lik yeni yatırım kararı aldığını açıkladı.",olumlu
N00181,F00882,2024-02-02,Dünya Gazetesi,"Kıvılcım Tekstil Ltd. Şti. yönetimi, 2024 yılı ilk yarısında cironun beklentilerin üzerinde arttığını bildirdi.",olumlu
N00182,F00740,2026-08-07,Ekonomim,"Damla Tarım Ltd. Şti., İstanbul'deki üretim kapasitesini artırmak için genişleme planlarını duyurdu.",olumlu
N00183,F00740,2022-04-26,Bloomberg HT,"Damla Tarım Ltd. Şti., sektör raporlarında Gıda ve İçecek alanındaki oyunculardan biri olarak yer aldı.",notr
N00184,F01102,2026-04-26,Ekonomim,Umut Tarım Ltd. Şti. hakkında konkordato talebiyle ilgili haberler gündeme geldi.,olumsuz
N00185,F01102,2026-03-28,Sözcü,"Umut Tarım Ltd. Şti., 2026 yılında Tekstil sektöründe 434 milyon TL'lik yeni yatırım kararı aldığını açıkladı.",olumlu
N00186,F01102,2022-12-04,Sözcü,"Umut Tarım Ltd. Şti., 2022 yılı genel kurul toplantısını Kayseri'de gerçekleştirdi.",notr
N00187,F00909,2026-03-03,Ekonomim,"Kaptan Otomotiv Ltd. Şti., sektör raporlarında Bilişim ve Yazılım alanındaki oyunculardan biri olarak yer aldı.",notr
N00188,F01167,2024-07-09,Dünya Gazetesi,Bereket Tekstil A.Ş. hakkında konkordato talebiyle ilgili haberler gündeme geldi.,olumsuz
N00189,F01167,2026-08-22,Hürriyet Ekonomi,"Bereket Tekstil A.Ş., yeni ihracat pazarlarına açılarak uluslararası büyüme hedeflerini yükseltti.",olumlu
N00190,F00937,2026-07-19,Bloomberg HT,"Ege Ticaret A.Ş., 2026 yılında Finans ve Sigorta sektöründe 335 milyon TL'lik yeni yatırım kararı aldığını açıkladı.",olumlu
N00191,F00937,2024-02-19,Hürriyet Ekonomi,"Ege Ticaret A.Ş., 2024 yılı genel kurul toplantısını İzmir'de gerçekleştirdi.",notr
N00192,F00372,2026-05-14,Hürriyet Ekonomi,"Kaptan Endüstri A.Ş., yeni ihracat pazarlarına açılarak uluslararası büyüme hedeflerini yükseltti.",olumlu
N00193,F00372,2024-12-18,Hürriyet Ekonomi,"Kaptan Endüstri A.Ş., 2024 yılında nakit akışı sorunları nedeniyle bazı ödemelerini erteledi.",olumsuz
N00194,F00890,2024-01-22,Dünya Gazetesi,Anka Makine A.Ş. hakkında konkordato talebiyle ilgili haberler gündeme geldi.,olumsuz
N00195,F00157,2024-01-03,Ekonomim,"Toprak Metal A.Ş., yönetim kurulu üyeliklerinde değişikliğe gitti.",notr
N00196,F00157,2026-04-30,Dünya Gazetesi,"Toprak Metal A.Ş., 2026 yılında nakit akışı sorunları nedeniyle bazı ödemelerini erteledi.",olumsuz
N00197,F00992,2022-09-14,Ekonomim,"Bereket Otomotiv Ltd. Şti. yönetimi, 2022 yılı ilk yarısında cironun beklentilerin üzerinde arttığını bildirdi.",olumlu
N00198,F00992,2022-07-12,Ekonomim,"Bereket Otomotiv Ltd. Şti., sektör raporlarında Finans ve Sigorta alanındaki oyunculardan biri olarak yer aldı.",notr
N00199,F00992,2026-04-13,Bloomberg HT,"Bereket Otomotiv Ltd. Şti., 2026 yılında Finans ve Sigorta sektöründe 315 milyon TL'lik yeni yatırım kararı aldığını açıkladı.",olumlu
N00200,F00622,2026-02-15,Dünya Gazetesi,"Toprak Teknoloji Ltd. Şti., yeni ihracat pazarlarına açılarak uluslararası büyüme hedeflerini yükseltti.",olumlu
N00201,F00622,2026-03-20,Hürriyet Ekonomi,"Toprak Teknoloji Ltd. Şti., 2026 yılında Tarım sektöründe 5 milyon TL'lik yeni yatırım kararı aldığını açıkladı.",olumlu
N00202,F01038,2026-07-16,Hürriyet Ekonomi,"Yıldız Lojistik A.Ş., yeni ihracat pazarlarına açılarak uluslararası büyüme hedeflerini yükseltti.",olumlu
N00203,F01038,2022-04-30,Dünya Gazetesi,Yıldız Lojistik A.Ş. hakkında Kayseri Ticaret Mahkemesi'nde alacaklılarla ilgili dava açıldığı öğrenildi.,olumsuz
N00204,F00245,2023-11-21,Dünya Gazetesi,"Pusula Makine A.Ş. yönetimi, sektördeki daralma nedeniyle küçülme kararı aldığını duyurdu.",olumsuz
N00205,F00159,2025-03-27,Ekonomim,"Sahil Gıda A.Ş., 2025 yılı genel kurul toplantısını İzmir'de gerçekleştirdi.",notr
N00206,F00746,2024-07-15,Hürriyet Ekonomi,"Meridyen Makine Ltd. Şti., yönetim kurulu üyeliklerinde değişikliğe gitti.",notr
N00207,F00746,2025-01-10,Hürriyet Ekonomi,"Meridyen Makine Ltd. Şti., sektör raporlarında Eğitim alanındaki oyunculardan biri olarak yer aldı.",notr
N00208,F00193,2026-05-03,Ekonomim,"Sahil Metal A.Ş. yönetimi, sektördeki daralma nedeniyle küçülme kararı aldığını duyurdu.",olumsuz
N00209,F00193,2024-05-13,Bloomberg HT,"Sahil Metal A.Ş., 2024 yılında Enerji sektöründe 460 milyon TL'lik yeni yatırım kararı aldığını açıkladı.",olumlu
N00210,F00534,2023-05-22,Bloomberg HT,"Kıvılcım Turizm A.Ş., yönetim kurulu üyeliklerinde değişikliğe gitti.",notr
N00211,F00904,2023-07-26,Hürriyet Ekonomi,"Zirve İnşaat A.Ş. yönetimi, 2023 yılı ilk yarısında cironun beklentilerin üzerinde arttığını bildirdi.",olumlu
N00212,F01004,2026-06-24,Hürriyet Ekonomi,"Doruk Tarım A.Ş., yönetim kurulu üyeliklerinde değişikliğe gitti.",notr
N00213,F01070,2023-04-04,Hürriyet Ekonomi,"Erguvan Endüstri A.Ş., 2023 yılında Tekstil sektöründe 138 milyon TL'lik yeni yatırım kararı aldığını açıkladı.",olumlu
N00214,F01070,2023-11-20,Bloomberg HT,"Erguvan Endüstri A.Ş., yeni ihracat pazarlarına açılarak uluslararası büyüme hedeflerini yükseltti.",olumlu
N00215,F00414,2022-10-12,Dünya Gazetesi,"Umut Holding A.Ş., yeni ihracat pazarlarına açılarak uluslararası büyüme hedeflerini yükseltti.",olumlu
N00216,F01187,2023-06-11,Ekonomim,"Meridyen Ticaret A.Ş., 2023 yılı genel kurul toplantısını Ankara'de gerçekleştirdi.",notr
N00217,F00328,2023-01-04,Dünya Gazetesi,"Berrak Danışmanlık Ltd. Şti., yeni ihracat pazarlarına açılarak uluslararası büyüme hedeflerini yükseltti.",olumlu
N00218,F00129,2024-05-28,Dünya Gazetesi,Toprak Yapı Ltd. Şti. hakkında konkordato talebiyle ilgili haberler gündeme geldi.,olumsuz
N00219,F00129,2024-06-08,Sözcü,"Toprak Yapı Ltd. Şti., İstanbul'deki üretim kapasitesini artırmak için genişleme planlarını duyurdu.",olumlu
N00220,F00695,2026-06-09,Dünya Gazetesi,"Kaptan Kimya Ltd. Şti., sektör raporlarında Perakende Ticaret alanındaki oyunculardan biri olarak yer aldı.",notr
N00221,F00631,2025-10-14,Ekonomim,"Kervan Grup A.Ş. yönetimi, sektördeki daralma nedeniyle küçülme kararı aldığını duyurdu.",olumsuz
N00222,F00631,2023-01-13,Dünya Gazetesi,"Kervan Grup A.Ş., yönetim kurulu üyeliklerinde değişikliğe gitti.",notr
N00223,F00275,2026-01-31,Sözcü,"Pusula Otomotiv Ltd. Şti., yönetim kurulu üyeliklerinde değişikliğe gitti.",notr
N00224,F01148,2026-07-12,Hürriyet Ekonomi,"Kıvılcım Metal A.Ş., yeni ihracat pazarlarına açılarak uluslararası büyüme hedeflerini yükseltti.",olumlu
N00225,F01148,2024-06-14,Dünya Gazetesi,"Kıvılcım Metal A.Ş., 2024 yılında Enerji sektöründe 330 milyon TL'lik yeni yatırım kararı aldığını açıkladı.",olumlu
N00226,F00309,2026-08-24,Bloomberg HT,"Toros Otomotiv A.Ş., sektör raporlarında Turizm ve Konaklama alanındaki oyunculardan biri olarak yer aldı.",notr
N00227,F00309,2024-12-15,Hürriyet Ekonomi,"Toros Otomotiv A.Ş., sektör raporlarında Turizm ve Konaklama alanındaki oyunculardan biri olarak yer aldı.",notr
N00228,F00234,2022-12-10,Ekonomim,Nokta Yapı Ltd. Şti. hakkında konkordato talebiyle ilgili haberler gündeme geldi.,olumsuz
N00229,F01048,2022-09-06,Dünya Gazetesi,"Rüzgar Gıda A.Ş., 2022 yılı genel kurul toplantısını Trabzon'de gerçekleştirdi.",notr
N00230,F00623,2024-09-03,Ekonomim,"Bumerang Holding Ltd. Şti., 2024 yılında Turizm ve Konaklama sektöründe 129 milyon TL'lik yeni yatırım kararı aldığını açıkladı.",olumlu
N00231,F00623,2022-06-15,Sözcü,"Bumerang Holding Ltd. Şti., 2022 yılı genel kurul toplantısını Konya'de gerçekleştirdi.",notr
N00232,F00644,2023-10-15,Bloomberg HT,"Umut Tekstil Ltd. Şti., yönetim kurulu üyeliklerinde değişikliğe gitti.",notr
N00233,F00479,2023-01-28,Sözcü,Zirve Yapı A.Ş. hakkında konkordato talebiyle ilgili haberler gündeme geldi.,olumsuz
N00234,F00472,2024-09-27,Sözcü,"Yörünge Tarım Ltd. Şti., yönetim kurulu üyeliklerinde değişikliğe gitti.",notr
N00235,F00472,2024-03-04,Hürriyet Ekonomi,"Yörünge Tarım Ltd. Şti. yönetimi, 2024 yılı ilk yarısında cironun beklentilerin üzerinde arttığını bildirdi.",olumlu
N00236,F00472,2026-06-22,Dünya Gazetesi,"Yörünge Tarım Ltd. Şti. yönetimi, 2026 yılı ilk yarısında cironun beklentilerin üzerinde arttığını bildirdi.",olumlu
N00237,F00926,2025-07-31,Bloomberg HT,"Bereket Kimya Ltd. Şti. yönetimi, 2025 yılı ilk yarısında cironun beklentilerin üzerinde arttığını bildirdi.",olumlu
N00238,F00926,2026-08-12,Bloomberg HT,"Bereket Kimya Ltd. Şti., yönetim kurulu üyeliklerinde değişikliğe gitti.",notr
N00239,F01098,2024-10-16,Ekonomim,"Berrak Otomotiv Ltd. Şti. yönetimi, 2024 yılı ilk yarısında cironun beklentilerin üzerinde arttığını bildirdi.",olumlu
N00240,F00627,2026-07-05,Hürriyet Ekonomi,"Mavera Teknoloji Ltd. Şti., Ankara'deki üretim kapasitesini artırmak için genişleme planlarını duyurdu.",olumlu
N00241,F00627,2022-04-12,Bloomberg HT,"Mavera Teknoloji Ltd. Şti., Ankara'deki üretim kapasitesini artırmak için genişleme planlarını duyurdu.",olumlu
N00242,F00395,2026-04-24,Bloomberg HT,"Yıldız Endüstri Ltd. Şti., yeni ihracat pazarlarına açılarak uluslararası büyüme hedeflerini yükseltti.",olumlu
N00243,F00395,2026-04-09,Ekonomim,"Yıldız Endüstri Ltd. Şti., 2026 yılında nakit akışı sorunları nedeniyle bazı ödemelerini erteledi.",olumsuz
N00244,F00395,2026-08-13,Ekonomim,"Yıldız Endüstri Ltd. Şti. yönetimi, 2026 yılı ilk yarısında cironun beklentilerin üzerinde arttığını bildirdi.",olumlu
N00245,F00637,2024-08-11,Hürriyet Ekonomi,"Umut Gıda Ltd. Şti. yönetimi, sektördeki daralma nedeniyle küçülme kararı aldığını duyurdu.",olumsuz
N00246,F00768,2023-09-24,Dünya Gazetesi,"Yörünge Otomotiv A.Ş., yeni ihracat pazarlarına açılarak uluslararası büyüme hedeflerini yükseltti.",olumlu
N00247,F00768,2022-05-14,Sözcü,"Yörünge Otomotiv A.Ş. yönetimi, 2022 yılı ilk yarısında cironun beklentilerin üzerinde arttığını bildirdi.",olumlu
N00248,F00768,2026-04-22,Dünya Gazetesi,"Yörünge Otomotiv A.Ş., yönetim kurulu üyeliklerinde değişikliğe gitti.",notr
N00249,F00533,2024-12-07,Hürriyet Ekonomi,"Zirve Teknoloji A.Ş., yeni ihracat pazarlarına açılarak uluslararası büyüme hedeflerini yükseltti.",olumlu
N00250,F00533,2022-05-05,Sözcü,"Zirve Teknoloji A.Ş. yönetimi, 2022 yılı ilk yarısında cironun beklentilerin üzerinde arttığını bildirdi.",olumlu
N00251,F00718,2024-10-07,Sözcü,"Yörünge Yazılım Ltd. Şti., Ankara'deki üretim kapasitesini artırmak için genişleme planlarını duyurdu.",olumlu
N00252,F00718,2026-01-03,Dünya Gazetesi,Yörünge Yazılım Ltd. Şti. hakkında Ankara Ticaret Mahkemesi'nde alacaklılarla ilgili dava açıldığı öğrenildi.,olumsuz
N00253,F00667,2023-10-23,Bloomberg HT,"Sahil Metal Ltd. Şti., Eskişehir'deki üretim kapasitesini artırmak için genişleme planlarını duyurdu.",olumlu
N00254,F00667,2025-03-26,Ekonomim,"Sahil Metal Ltd. Şti., 2025 yılı genel kurul toplantısını Eskişehir'de gerçekleştirdi.",notr
N00255,F00667,2025-01-03,Dünya Gazetesi,"Sahil Metal Ltd. Şti., 2025 yılı genel kurul toplantısını Eskişehir'de gerçekleştirdi.",notr
N00256,F00598,2026-07-05,Dünya Gazetesi,Zirve Teknoloji A.Ş. hakkında İzmir Ticaret Mahkemesi'nde alacaklılarla ilgili dava açıldığı öğrenildi.,olumsuz
N00257,F00482,2025-03-06,Bloomberg HT,"Çınar Makine Ltd. Şti. yönetimi, sektördeki daralma nedeniyle küçülme kararı aldığını duyurdu.",olumsuz
N00258,F01103,2022-01-09,Ekonomim,"Berrak İnşaat Ltd. Şti., 2022 yılında Metal ve Makine sektöründe 80 milyon TL'lik yeni yatırım kararı aldığını açıkladı.",olumlu
N00259,F00315,2025-12-03,Hürriyet Ekonomi,"Erguvan Kimya Ltd. Şti., 2025 yılı genel kurul toplantısını Bursa'de gerçekleştirdi.",notr
N00260,F00315,2024-12-05,Ekonomim,"Erguvan Kimya Ltd. Şti., yeni ihracat pazarlarına açılarak uluslararası büyüme hedeflerini yükseltti.",olumlu
N00261,F00729,2024-09-22,Sözcü,"Doruk Lojistik Ltd. Şti. yönetimi, 2024 yılı ilk yarısında cironun beklentilerin üzerinde arttığını bildirdi.",olumlu
N00262,F00210,2024-11-25,Ekonomim,"Kıvılcım Lojistik Ltd. Şti., sektör raporlarında Kimya alanındaki oyunculardan biri olarak yer aldı.",notr
N00263,F00934,2022-06-11,Bloomberg HT,"Doruk Yapı A.Ş., 2022 yılı genel kurul toplantısını Samsun'de gerçekleştirdi.",notr
N00264,F00934,2023-03-01,Sözcü,Doruk Yapı A.Ş. hakkında konkordato talebiyle ilgili haberler gündeme geldi.,olumsuz
N00265,F00434,2023-01-17,Sözcü,"Aydın Yazılım A.Ş., sektör raporlarında Sağlık alanındaki oyunculardan biri olarak yer aldı.",notr
N00266,F00329,2025-06-23,Dünya Gazetesi,"Toros İnşaat A.Ş. yönetimi, sektördeki daralma nedeniyle küçülme kararı aldığını duyurdu.",olumsuz
N00267,F00261,2026-06-04,Bloomberg HT,"Doğuş Danışmanlık A.Ş., 2026 yılında Perakende Ticaret sektöründe 438 milyon TL'lik yeni yatırım kararı aldığını açıkladı.",olumlu
N00268,F01117,2026-01-16,Sözcü,"Damla Yapı Ltd. Şti. yönetimi, 2026 yılı ilk yarısında cironun beklentilerin üzerinde arttığını bildirdi.",olumlu
N00269,F01117,2026-03-02,Hürriyet Ekonomi,"Damla Yapı Ltd. Şti., 2026 yılında Eğitim sektöründe 137 milyon TL'lik yeni yatırım kararı aldığını açıkladı.",olumlu
N00270,F00307,2023-02-22,Dünya Gazetesi,"Umut Yapı A.Ş. yönetimi, 2023 yılı ilk yarısında cironun beklentilerin üzerinde arttığını bildirdi.",olumlu
N00271,F00307,2023-11-02,Dünya Gazetesi,"Umut Yapı A.Ş., Ankara'deki üretim kapasitesini artırmak için genişleme planlarını duyurdu.",olumlu
N00272,F00307,2025-05-07,Ekonomim,"Umut Yapı A.Ş., 2025 yılında Otomotiv sektöründe 37 milyon TL'lik yeni yatırım kararı aldığını açıkladı.",olumlu
N00273,F01067,2023-02-22,Hürriyet Ekonomi,"Çınar Gıda Ltd. Şti., İzmir'deki üretim kapasitesini artırmak için genişleme planlarını duyurdu.",olumlu
N00274,F01067,2023-06-07,Hürriyet Ekonomi,"Çınar Gıda Ltd. Şti., yeni ihracat pazarlarına açılarak uluslararası büyüme hedeflerini yükseltti.",olumlu
N00275,F00928,2024-09-02,Sözcü,"Toros Tekstil Ltd. Şti., yönetim kurulu üyeliklerinde değişikliğe gitti.",notr
N00276,F01025,2026-04-17,Ekonomim,"Kıvılcım Holding A.Ş. yönetimi, 2026 yılı ilk yarısında cironun beklentilerin üzerinde arttığını bildirdi.",olumlu
N00277,F00271,2024-07-09,Ekonomim,"Yörünge Endüstri Ltd. Şti., sektör raporlarında İnşaat alanındaki oyunculardan biri olarak yer aldı.",notr
N00278,F00291,2025-08-10,Bloomberg HT,"Meridyen Endüstri A.Ş., 2025 yılında Turizm ve Konaklama sektöründe 117 milyon TL'lik yeni yatırım kararı aldığını açıkladı.",olumlu
N00279,F00291,2026-04-09,Dünya Gazetesi,"Meridyen Endüstri A.Ş., sektör raporlarında Turizm ve Konaklama alanındaki oyunculardan biri olarak yer aldı.",notr
N00280,F00291,2023-11-30,Dünya Gazetesi,"Meridyen Endüstri A.Ş., yönetim kurulu üyeliklerinde değişikliğe gitti.",notr
N00281,F00813,2023-09-25,Bloomberg HT,"Deniz İnşaat A.Ş., 2023 yılı genel kurul toplantısını Ankara'de gerçekleştirdi.",notr
N00282,F00813,2024-09-25,Hürriyet Ekonomi,"Deniz İnşaat A.Ş., 2024 yılı genel kurul toplantısını Ankara'de gerçekleştirdi.",notr
N00283,F00097,2022-05-07,Dünya Gazetesi,"Vadi Endüstri Ltd. Şti., Antalya'deki üretim kapasitesini artırmak için genişleme planlarını duyurdu.",olumlu
N00284,F00888,2025-01-08,Sözcü,"Toros Kimya A.Ş. yönetimi, 2025 yılı ilk yarısında cironun beklentilerin üzerinde arttığını bildirdi.",olumlu
N00285,F00819,2026-05-20,Sözcü,"Sahil Grup Ltd. Şti., sektör raporlarında Sağlık alanındaki oyunculardan biri olarak yer aldı.",notr
N00286,F00819,2022-04-22,Bloomberg HT,"Sahil Grup Ltd. Şti., yeni ihracat pazarlarına açılarak uluslararası büyüme hedeflerini yükseltti.",olumlu
N00287,F00032,2024-11-28,Bloomberg HT,"Rüzgar Kimya Ltd. Şti., yeni ihracat pazarlarına açılarak uluslararası büyüme hedeflerini yükseltti.",olumlu
N00288,F00032,2025-10-21,Hürriyet Ekonomi,"Rüzgar Kimya Ltd. Şti., sektör raporlarında Perakende Ticaret alanındaki oyunculardan biri olarak yer aldı.",notr
N00289,F00763,2023-07-19,Ekonomim,"Toprak Tarım A.Ş. yönetimi, 2023 yılı ilk yarısında cironun beklentilerin üzerinde arttığını bildirdi.",olumlu
N00290,F00763,2023-12-19,Sözcü,"Toprak Tarım A.Ş., 2023 yılı genel kurul toplantısını İzmir'de gerçekleştirdi.",notr
N00291,F00763,2026-08-15,Bloomberg HT,"Toprak Tarım A.Ş., 2026 yılında Turizm ve Konaklama sektöründe 376 milyon TL'lik yeni yatırım kararı aldığını açıkladı.",olumlu
N00292,F00954,2022-12-21,Sözcü,"Kıvılcım Enerji A.Ş., İzmir'deki üretim kapasitesini artırmak için genişleme planlarını duyurdu.",olumlu
N00293,F00320,2022-04-08,Hürriyet Ekonomi,"Çınar Ticaret A.Ş., İzmir'deki üretim kapasitesini artırmak için genişleme planlarını duyurdu.",olumlu
N00294,F00320,2026-08-10,Hürriyet Ekonomi,"Çınar Ticaret A.Ş., yönetim kurulu üyeliklerinde değişikliğe gitti.",notr
N00295,F00299,2026-07-31,Hürriyet Ekonomi,"Bereket İnşaat A.Ş., İstanbul'deki üretim kapasitesini artırmak için genişleme planlarını duyurdu.",olumlu
N00296,F00200,2025-03-21,Dünya Gazetesi,"Zirve Endüstri Ltd. Şti. yönetimi, 2025 yılı ilk yarısında cironun beklentilerin üzerinde arttığını bildirdi.",olumlu
